Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Class,Gender of Victim(s)
575,33.424077,-111.937015,85281,AZ,Arizona,2015,2015-05-24T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
576,40.635711,-73.749332,11422,NY,New York,2017,2017-04-26T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),male
577,42.3301,-83.058271,48226,MI,Michigan,2017,2017-05-16T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
578,40.685943,-73.783536,11434,NY,New York,2017,2017-05-18T00:00:00,Violent Incident,crimes against people,female
579,44.105553,-103.204944,57701,SD,South Dakota,2017,2017-05-06T00:00:00,Public Campaign,public campaigns (targeting community),male and female
580,45.532868,-122.621069,97232,OR,Oregon,2017,2017-05-26T00:00:00,Homicide,crimes against people,male and female
581,40.66877,-74.117981,7002,NJ,New Jersey,2017,2017-05-25T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
582,29.549856,-95.257076,77581,TX,Texas,2017,2017-05-25T00:00:00,Political Speech,public speech (political figures),male and female
583,45.526314,-122.558177,97220,OR,Oregon,2017,2017-06-02T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
584,42.144609,-71.249629,2081,MA,Massachusetts,2017,2017-06-02T00:00:00,Political Speech,public speech (political figures),male and female
585,36.28545,-82.405078,37604,TN,Tennessee,2015,2015-07-25T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
586,38.291284,-85.679111,40207,KY,Kentucky,2015,2015-09-16T00:00:00,Vandalism,crimes against property,male and female
587,38.291284,-85.679111,40207,KY,Kentucky,2015,2015-09-09T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
588,35.133475,-101.939478,79119,TX,Texas,2015,2015-10-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
589,42.313164,-83.202682,48126,MI,Michigan,2015,2015-10-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
590,42.188203,-83.749616,48176,MI,Michigan,2011,2011-12-01T00:00:00,Assault,crimes against people,male
591,37.22659,-93.252867,65803,MO,Missouri,2011,2011-04-10T00:00:00,Vandalism,crimes against property,male and female
592,41.52813,-83.618466,43551,OH,Ohio,2013,2013-09-30T00:00:00,Arson,crimes against property,male and female
593,39.74805,-86.264622,46241,IN,Indiana,2017,2017-06-02T00:00:00,Public Campaign,public campaigns (targeting community),male and female
594,44.7417419,-93.2338197,55124,MN,Minnesota,2017,2017-06-01T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
595,32.939546,-96.730717,75081,TX,Texas,2015,2015-10-08T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
596,42.487645,-71.213808,1803,MA,Massachusetts,2015,2015-11-01T00:00:00,Vandalism,crimes against property,male and female
597,41.291262,-96.02584,68134,NE,Nebraska,2015,2015-10-29T00:00:00,Vandalism,crimes against property,male and female
598,37.077913,-94.56708,64801,MO,Missouri,2012,2012-08-06T00:00:00,Arson,crimes against property,male and female
599,42.563425,-114.470994,83301,ID,Idaho,2015,2015-12-06T00:00:00,Vandalism,crimes against property,male and female
600,36.118637,-115.226862,89103,NV,Nevada,2015,2015-12-27T00:00:00,Vandalism,crimes against property,male and female
601,43.005981,-85.640177,49505,MI,Michigan,2015,2015-12-12T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
602,42.0379,-87.771037,60053,IL,Illinois,2012,2012-08-10T00:00:00,Violent Incident,crimes against property,male and female
603,38.036367,-84.508145,40508,KY,Kentucky,2015,2015-11-27T00:00:00,Violent Threat,crimes against people,male and female
604,35.86692,-86.453989,37129,TN,Tennessee,2011,2011-07-29T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
605,38.302331,-77.462883,22405,VA,Virginia,2015,2015-11-23T00:00:00,Public Campaign,public campaigns (targeting community),male and female
606,26.045236,-80.288815,33328,FL,Florida,2015,2015-12-14T00:00:00,Vandalism,crimes against property,male and female
607,27.80821,-82.707449,33709,FL,Florida,2011,2011-02-04T00:00:00,Assault,crimes against people,male
608,25.940776,-80.271864,33055,FL,Florida,2015,2015-12-12T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
609,32.844627,-83.6532,31204,GA,Georgia,2015,2015-12-11T00:00:00,Vandalism,crimes against property,male and female
610,37.949693,-122.33264,94806,CA,California,2015,2015-12-04T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
611,37.764693,-121.452591,95304,CA,California,2015,2015-12-26T00:00:00,Arson,crimes against property,male and female
612,34.2595719,-84.0732889,30041,GA,Georgia,2017,2017-06-10T00:00:00,Political Speech,public speech (political figures),male and female
613,28.0843056,-97.8258168,78368,TX,Texas,2017,2017-05-23T00:00:00,Violent Threat,crimes against property,male and female
614,34.549057,-82.6746312,29621,SC,South Carolina,2017,2017-06-06T00:00:00,National Political Speech,public speech (political figures),male and female
615,44.276114,-105.478519,82718,WY,Wyoming,2015,2015-11-20T00:00:00,Public Campaign,public campaigns (targeting community),male and female
616,41.668055,-93.599063,50313,IA,Iowa,2017,2017-06-08T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
617,41.718651,-87.819933,60457,IL,Illinois,2017,2017-06-05T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
618,44.89833,-93.086332,55118,MN,Minnesota,2017,2017-06-05T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
619,38.799722,-77.521983,20109,VA,Virginia,2015,2015-12-03T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
620,42.330885,-71.093516,2120,MA,Massachusetts,2015,2015-11-14T00:00:00,Violent Threat,crimes against people,male and female
621,32.843404,-97.010661,75062,TX,Texas,2015,2015-11-21T00:00:00,Public Campaign,public campaigns (targeting community),male and female
622,36.779128,-119.866859,93722,CA,California,2015,2015-12-26T00:00:00,Assault,crimes against people,male
623,41.441542,-71.485218,2879,RI,Rhode Island,2015,2015-12-24T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male
624,34.151022,-86.854134,35055,AL,Alabama,2015,2015-12-07T00:00:00,Public Campaign,public campaigns (targeting community),male and female
625,35.214771,-80.947266,28208,NC,North Carolina,2015,2015-12-06T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),male
626,39.68157,-105.085688,80232,CO,Colorado,2017,2017-06-05T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
627,39.768651,-86.163459,46204,IN,Indiana,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
628,32.790449,-79.908543,29464,SC,South Carolina,2015,2015-12-07T00:00:00,National Political Speech,public speech (political figures),male and female
629,34.075839,-117.277937,92408,CA,California,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
630,40.81225,-73.923885,10454,NY,New York,2017,2017-06-09T00:00:00,Vandalism,crimes against property,male and female
631,42.667827,-84.538937,48911,MI,Michigan,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
632,33.523848,-86.812887,35203,AL,Alabama,2015,2015-11-21T00:00:00,National Political Speech,public speech (political figures),male and female
633,41.690636,-83.663163,43623,OH,Ohio,2015,2015-03-03T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
634,40.704424,-74.012849,10004,NY,New York,2015,2015-04-20T00:00:00,Public Campaign,public campaigns (targeting community),male and female
635,34.073777,-84.323738,30009,GA,Georgia,2013,2013-05-26T00:00:00,Vandalism,crimes against property,male and female
636,43.975028,-75.909519,13601,NY,New York,2013,2013-12-07T00:00:00,Violent Threat,crimes against property,male
637,33.825324,-117.959476,92804,CA,California,2015,2015-12-01T00:00:00,Qur'an Desecration,bias-related incident (targeting individual or specific group),male and female
638,30.073625,-95.513613,77379,TX,Texas,2013,2013-04-03T00:00:00,Violent Threat,crimes against people,male and female
639,42.499061,-83.285701,48034,MI,Michigan,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
640,42.330198,-83.229834,48128,MI,Michigan,2011,2011-01-24T00:00:00,Violent Threat,crimes against people,male and female
641,41.554196,-73.045177,6702,CT,Connecticut,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
642,39.089968,-84.719996,41048,KY,Kentucky,2013,2013-10-09T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
643,29.547808,-95.186833,77546,TX,Texas,2011,2011-05-02T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),female
644,33.645206,-111.997333,85032,AZ,Arizona,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
645,28.553729,-81.253273,32825,FL,Florida,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
646,46.820972,-100.781708,58501,ND,North Dakota,2015,2015-02-20T00:00:00,Legislative Discrimination,public speech (political figures),male and female
647,41.887295,-87.62676,60601,IL,Illinois,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
648,40.787318,-124.180896,95501,CA,California,2011,2011-06-08T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
649,42.355119,-71.065578,2111,MA,Massachusetts,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
650,30.276877,-97.739568,78701,TX,Texas,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
651,28.81956,-97.002883,77901,TX,Texas,2013,2013-07-11T00:00:00,Vandalism,crimes against property,male and female
652,39.084713,-94.582618,64108,MO,Missouri,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
653,47.603732,-122.330307,98104,WA,Washington,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
654,32.939242,-96.7308,75081,TX,Texas,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
656,28.225533,-81.48478,34758,FL,Florida,2013,2013-10-25T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
657,40.714867,-74.002705,10007,NY,New York,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
658,43.050035,-76.154695,13202,NY,New York,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
659,40.698975,-111.891418,84115,UT,Utah,2015,2015-12-14T00:00:00,Vandalism,crimes against property,male and female
660,40.264333,-76.884041,17120,PA,Pennsylvania,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
661,43.666362,-70.255893,4101,ME,Maine,2011,2011-05-02T00:00:00,Vandalism,crimes against property,male and female
662,33.442042,-84.540353,30214,GA,Georgia,2013,2013-01-08T00:00:00,Vandalism,crimes against property,male and female
663,43.050031,-78.698071,14051,NY,New York,2011,2011-05-11T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
664,42.348681,-71.085116,2115,MA,Massachusetts,2013,2013-06-04T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
665,40.6822,-111.897367,84107,UT,Utah,2015,2015-12-17T00:00:00,Vandalism,crimes against property,male and female
666,38.777172,-90.481553,63045,MO,Missouri,2017,2017-06-10T00:00:00,Public Campaign,public campaigns (targeting community),male and female
667,42.661358,-87.928691,53177,WI,Wisconsin,2017,2017-06-06T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
668,30.220068,-81.572526,32256,FL,Florida,2015,2015-11-20T00:00:00,Public Campaign,public campaigns (targeting community),male and female
669,40.662359,-74.11213,7002,NJ,New Jersey,2015,2015-09-07T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
670,42.210465,-83.723845,48108,MI,Michigan,2015,2015-10-26T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
